Name,Year,FIPS,Count,Solved
Van Buren,1990,26159,4,1.0
Van Buren,1991,26159,3,3.0
Van Buren,1992,26159,5,3.0
Van Buren,1993,26159,5,3.0
Van Buren,1994,26159,4,4.0
Van Buren,1995,26159,6,6.0
Van Buren,1996,26159,2,2.0
Van Buren,1997,26159,4,4.0
Van Buren,1998,26159,8,7.0
Van Buren,1999,26159,6,6.0
Van Buren,2000,26159,2,2.0
Van Buren,2001,26159,3,2.0
Van Buren,2002,26159,8,2.0
Van Buren,2003,26159,3,3.0
Van Buren,2004,26159,1,1.0
Van Buren,2005,26159,3,1.0
Van Buren,2006,26159,3,3.0
Van Buren,2007,26159,4,3.0
Van Buren,2008,26159,3,3.0
Van Buren,2009,26159,3,3.0
Van Buren,2011,26159,2,2.0
Van Buren,2012,26159,1,1.0
Van Buren,2013,26159,2,2.0
Van Buren,2014,26159,2,2.0
Van Buren,2015,26159,2,2.0
Van Buren,2016,26159,6,6.0
Washtenaw,1976,26161,13,9.0
Washtenaw,1977,26161,8,6.0
Washtenaw,1978,26161,16,15.0
Washtenaw,1979,26161,9,6.0
Washtenaw,1980,26161,12,8.0
Washtenaw,1981,26161,15,13.0
Washtenaw,1982,26161,13,8.0
Washtenaw,1983,26161,12,8.0
Washtenaw,1984,26161,18,12.0
Washtenaw,1985,26161,15,14.0
Washtenaw,1986,26161,12,6.0
Washtenaw,1987,26161,21,16.0
Washtenaw,1988,26161,11,8.0
Washtenaw,1989,26161,7,5.0
Washtenaw,1990,26161,8,8.0
Washtenaw,1991,26161,10,9.0
Washtenaw,1992,26161,7,5.0
Washtenaw,1993,26161,16,10.0
Washtenaw,1994,26161,8,7.0
Washtenaw,1995,26161,11,8.0
Washtenaw,1996,26161,8,6.0
Washtenaw,1997,26161,12,9.0
Washtenaw,1998,26161,9,7.0
Washtenaw,1999,26161,10,8.0
Washtenaw,2000,26161,5,4.0
Washtenaw,2001,26161,17,16.0
Washtenaw,2002,26161,12,12.0
Washtenaw,2003,26161,8,2.0
Washtenaw,2004,26161,9,6.0
Washtenaw,2005,26161,8,5.0
Washtenaw,2006,26161,9,8.0
Washtenaw,2007,26161,7,7.0
Washtenaw,2008,26161,12,10.0
Washtenaw,2009,26161,8,8.0
Washtenaw,2010,26161,5,5.0
Washtenaw,2011,26161,8,8.0
Washtenaw,2012,26161,6,5.0
Washtenaw,2013,26161,11,11.0
Washtenaw,2014,26161,7,7.0
Washtenaw,2015,26161,7,5.0
Washtenaw,2016,26161,3,3.0
Wayne,1976,26163,792,543.0
Wayne,1977,26163,612,423.0
Wayne,1978,26163,583,421.0
Wayne,1979,26163,545,406.0
Wayne,1980,26163,669,481.0
Wayne,1981,26163,617,433.0
Wayne,1982,26163,604,374.0
Wayne,1983,26163,665,348.0
Wayne,1984,26163,609,331.0
Wayne,1985,26163,751,424.0
Wayne,1986,26163,753,466.0
Wayne,1987,26163,796,540.0
Wayne,1988,26163,711,502.0
Wayne,1989,26163,729,506.0
Wayne,1990,26163,676,451.0
Wayne,1991,26163,710,490.0
Wayne,1992,26163,682,418.0
Wayne,1993,26163,662,454.0
Wayne,1994,26163,643,461.0
Wayne,1995,26163,550,392.0
Wayne,1996,26163,484,319.0
Wayne,1997,26163,534,312.0
Wayne,1998,26163,483,292.0
Wayne,1999,26163,485,287.0
Wayne,2000,26163,452,279.0
Wayne,2001,26163,444,260.0
Wayne,2002,26163,446,234.0
Wayne,2003,26163,422,211.0
Wayne,2004,26163,430,221.0
Wayne,2005,26163,413,243.0
Wayne,2006,26163,468,279.0
Wayne,2007,26163,434,280.0
Wayne,2008,26163,341,193.0
Wayne,2009,26163,411,265.0
Wayne,2010,26163,366,223.0
Wayne,2011,26163,402,243.0
Wayne,2012,26163,457,275.0
Wayne,2013,26163,378,241.0
Wayne,2014,26163,361,240.0
Wayne,2015,26163,349,210.0
Wayne,2016,26163,350,163.0
Wexford,1976,26165,1,1.0
Wexford,1977,26165,2,2.0
Wexford,1979,26165,1,1.0
Wexford,1981,26165,1,1.0
Wexford,1982,26165,2,2.0
Wexford,1984,26165,2,2.0
Wexford,1987,26165,3,2.0
Wexford,1988,26165,3,3.0
Wexford,1990,26165,1,1.0
Wexford,1992,26165,1,1.0
Wexford,1993,26165,1,1.0
Wexford,1994,26165,2,2.0
Wexford,1996,26165,1,0.0
Wexford,1998,26165,3,3.0
Wexford,2003,26165,3,3.0
Wexford,2004,26165,1,1.0
Wexford,2006,26165,1,1.0
Wexford,2008,26165,2,2.0
Wexford,2013,26165,1,1.0
Wexford,2014,26165,1,1.0
